year,det_facility,city,state,count,det_facility,year,count
2013,TILLAMOOK COUNTY JAIL,TILLAMOOK,OREGON,1,TILLAMOOK COUNTY JAIL,2013,8
2013,TOOMBS COUNTY SHERIFF,LYONS,GEORGIA,1,TOOMBS COUNTY SHERIFF,2013,10
2013,TULARE COUNTY JAIL,VISALIA,CALIFORNIA,4,TULARE COUNTY JAIL,2013,558
2013,TURNER GUIFORD KNIGHT (TGK) JAIL,MIAMI,FLORIDA,1,TURNER GUIFORD KNIGHT (TGK) JAIL,2013,7
2013,ULSTER CO JAIL KINGSTON,KINGSTON,NEW YORK,2,ULSTER CO JAIL KINGSTON,2013,7
2013,UNION COUNTY JAIL,MONROE,NORTH CAROLINA,1,UNION COUNTY JAIL,2013,201
2013,US MARSHALS WESTERN DISTRICT,CHARLOTTE,NORTH CAROLINA,1,US MARSHALS WESTERN DISTRICT,2013,27
2013,"US MARSHALS, CHATTANOOGA",CHATTANOOGA,TENNESSEE,1,"US MARSHALS, CHATTANOOGA",2013,4
2013,"US MARSHALS, COLORADO",DENVER,COLORADO,2,"US MARSHALS, COLORADO",2013,98
2013,"US MARSHALS, E. DIST. AR",LITTLE ROCK,ARKANSAS,1,"US MARSHALS, E. DIST. AR",2013,11
2013,"US MARSHALS, M.DIST.GA",MACON,GEORGIA,1,"US MARSHALS, M.DIST.GA",2013,43
2013,"US MARSHALS, N.DIST.CA",SAN FRANCISCO,CALIFORNIA,2,"US MARSHALS, N.DIST.CA",2013,23
2013,"US MARSHALS, N.DIST.GA",ATLANTA,GEORGIA,1,"US MARSHALS, N.DIST.GA",2013,76
2013,"US MARSHALS,MID.DIST.FL",TAMPA,FLORIDA,1,"US MARSHALS,MID.DIST.FL",2013,52
2013,UTAH COUNTY JAIL,SPANISH FORK,UTAH,1,UTAH COUNTY JAIL,2013,71
2013,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,10,VENTURA COUNTY JAIL,2013,445
2013,VISTA DETENTION FACILITY,VISTA,CALIFORNIA,8,VISTA DETENTION FACILITY,2013,677
2013,WASCO STATE PRISON,WASCO,CALIFORNIA,4,WASCO STATE PRISON,2013,288
2013,WASHINGTON COUNTY JAIL,HILLSBORO,OREGON,1,WASHINGTON COUNTY JAIL,2013,476
2013,WASHINGTON COUNTY JAIL,STILLWATER,MINNESOTA,1,WASHINGTON COUNTY JAIL,2013,476
2013,WEBB COUNTY JAIL,LAREDO,TEXAS,1,WEBB COUNTY JAIL,2013,172
2013,WEST VALLEY,RANCHO CUCAMONGA,CALIFORNIA,1,WEST VALLEY,2013,1001
2013,"WESTCHESTER CO.JAIL,VALHA",VALHALLA,NEW YORK,1,"WESTCHESTER CO.JAIL,VALHA",2013,246
2013,WHATCOM COUNTY JAIL,BELLINGHAM,WASHINGTON,3,WHATCOM COUNTY JAIL,2013,21
2013,YAZOO CITY MEDIUM FCI,YAZOO CITY,MISSISSIPPI,1,YAZOO CITY MEDIUM FCI,2013,210
2013,YOLO COUNTY JAIL,WOODLAND,CALIFORNIA,1,YOLO COUNTY JAIL,2013,102
2012,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,2,"ACI, CRANSTON RI",2012,91
2012,ADAMS COUNTY JAIL,BRIGHTON,COLORADO,1,ADAMS COUNTY JAIL,2012,86
2012,ALABAMA DEPT OF CORRECTION,MONTGOMERY,ALABAMA,1,ALABAMA DEPT OF CORRECTION,2012,14
2012,ARAPAHOE COUNTY JAIL,CENTENNIAL,COLORADO,1,ARAPAHOE COUNTY JAIL,2012,60
2012,BALTIMORE CITY DETENTION CENTER,BALTIMORE,MARYLAND,1,BALTIMORE CITY DETENTION CENTER,2012,20
2012,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,1,BEXAR COUNTY JAIL,2012,310
2012,BRIDGEPORT CORR CENTER,BRIDGEPORT,CONNECTICUT,1,BRIDGEPORT CORR CENTER,2012,21
2012,BRONX CENTRAL BOOKING,BRONX,NEW YORK,23,BRONX CENTRAL BOOKING,2012,176
2012,BRONX HSE OF DET/BRONX NY,BRONX,NEW YORK,1,BRONX HSE OF DET/BRONX NY,2012,29
2012,BROOKLYN CENTRAL BOOKING,BROOKLYN,NEW YORK,54,BROOKLYN CENTRAL BOOKING,2012,227
2012,BROOKLYN HOUSE OF DETENT.,BROOKLYN,NEW YORK,2,BROOKLYN HOUSE OF DETENT.,2012,28
2012,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,2,BROWARD COUNTY JAIL,2012,605
2012,BSCC INTERSTATE UNIT,BIG SPRING,TEXAS,1,BSCC INTERSTATE UNIT,2012,202
2012,"CALIF. MEN COLONY, EAST",SAN LUIS OBISPO,CALIFORNIA,1,"CALIF. MEN COLONY, EAST",2012,30
2012,CAMDEN COUNTY JAIL,CAMDEN,NEW JERSEY,1,CAMDEN COUNTY JAIL,2012,93
2012,CAMERON COUNTY JAIL,OLMITO,TEXAS,1,CAMERON COUNTY JAIL,2012,80
2012,CARSON COUNTY SHERIFF,PANHANDLE,TEXAS,1,CARSON COUNTY SHERIFF,2012,15
2012,CCF-DELANO,DELANO,CALIFORNIA,1,CCF-DELANO,2012,172
2012,CENTRAL N.M.C.F.LOS LUNAS,LOS LUNAS,NEW MEXICO,1,CENTRAL N.M.C.F.LOS LUNAS,2012,28
2012,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,2,CLARK COUNTY DET.CENTER,2012,385
2012,CLARK COUNTY JAIL,VANCOUVER,WASHINGTON,1,CLARK COUNTY JAIL,2012,162
2012,CMF-VACAVILLE,VACAVILLE,CALIFORNIA,1,CMF-VACAVILLE,2012,22
2012,COLO DEPT OF CORRECTIONS,COLORADO SPRINGS,COLORADO,3,COLO DEPT OF CORRECTIONS,2012,134
2012,CONTRA COSTA CO JAIL/WEST,RICHMOND,CALIFORNIA,1,CONTRA COSTA CO JAIL/WEST,2012,30
2012,CRAWFORD COUNTY SHERIFF,KNOXVILLE,GEORGIA,1,CRAWFORD COUNTY SHERIFF,2012,11
2012,CUMBERLAND COUNTY JAIL,FAYETTEVILLE,NORTH CAROLINA,1,CUMBERLAND COUNTY JAIL,2012,255
2012,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,3,CURRAN FROMHOLD CORR.FAC.,2012,60
2012,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,13,DADE COUNTY CORRECTIONAL,2012,1604
2012,DANBURY FED.CORR.INST.,DANBURY,CONNECTICUT,1,DANBURY FED.CORR.INST.,2012,96
2012,DENTON COUNTY JAIL,DENTON,TEXAS,1,DENTON COUNTY JAIL,2012,77
2012,DENVER COUNTY JAIL,DENVER,COLORADO,1,DENVER COUNTY JAIL,2012,58
2012,DENVER JUSTICE CENTER,DENVER,COLORADO,4,DENVER JUSTICE CENTER,2012,134
2012,DESCHUTES CO JAIL,BEND,OREGON,1,DESCHUTES CO JAIL,2012,37
2012,DOUGLAS COUNTY SHERIFF,DOUGLASVILLE,GEORGIA,1,DOUGLAS COUNTY SHERIFF,2012,57
2012,DUPAGE COUNTY JAIL,WHEATON,ILLINOIS,1,DUPAGE COUNTY JAIL,2012,99
2012,DUVAL/JACKSONVILLE JAIL,JACKSONVILLE,FLORIDA,1,DUVAL/JACKSONVILLE JAIL,2012,69
2012,FCI MCDOWELL,WELCH,WEST VIRGINIA,2,FCI MCDOWELL,2012,115
2012,FRANKLIN COUNTY JAIL,COLUMBUS,OHIO,1,FRANKLIN COUNTY JAIL,2012,353
2012,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL,2012,960
2012,FRESNO COUNTY JAIL/MAIN,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL/MAIN,2012,81
2012,FRESNO COUNTY JAIL/SOUTH,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL/SOUTH,2012,132
2012,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,3,GEORGIA DEPT OF CORRECTIO,2012,465
2012,GLENN COUNTY JAIL,WILLOWS,CALIFORNIA,1,GLENN COUNTY JAIL,2012,70
2012,GUAYNABO MDC (SAN JUAN),SAN JUAN,PUERTO RICO,1,GUAYNABO MDC (SAN JUAN),2012,81
2012,HARRISON DETENTION CENTER,GULFPORT,MISSISSIPPI,1,HARRISON DETENTION CENTER,2012,45
2012,HENDRY COUNTY JAIL,LABELLE,FLORIDA,1,HENDRY COUNTY JAIL,2012,122
2012,HENNEPIN COUNTY ADC,MINNEAPOLIS,MINNESOTA,3,HENNEPIN COUNTY ADC,2012,642
2012,HUMBOLDT COUNTY JAIL,EUREKA,CALIFORNIA,2,HUMBOLDT COUNTY JAIL,2012,82
2012,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,2,HUNTSVILLE STATE P.,2012,1195
2012,IOWA MEDICAL CLASSIF CTR,OAKDALE,IOWA,1,IOWA MEDICAL CLASSIF CTR,2012,31
2012,JACKSON CO JAIL,MEDFORD,OREGON,2,JACKSON CO JAIL,2012,52
2012,JAL CITY JAIL,JAL,NEW MEXICO,1,JAL CITY JAIL,2012,1
2012,JEFFERSON COUNTY JAIL,GOLDEN,COLORADO,2,JEFFERSON COUNTY JAIL,2012,377
2012,JEFFERSON PARISH COR. CENTER,GRETNA,LOUISIANA,1,JEFFERSON PARISH COR. CENTER,2012,64
2012,JESUP FED.CORR.INST.,JESUP,GEORGIA,1,JESUP FED.CORR.INST.,2012,44
2012,JOHNSTON COUNTY DETENTION CENTER,SMITHSFIELD,NORTH CAROLINA,1,JOHNSTON COUNTY DETENTION CENTER,2012,74
2012,KAUFMAN COUNTY SHERIFF'S DEPT,KAUFMAN,TEXAS,1,KAUFMAN COUNTY SHERIFF'S DEPT,2012,30
2012,KERN COUNTY JAIL (LERDO),BAKERSFIELD,CALIFORNIA,5,KERN COUNTY JAIL (LERDO),2012,1767
2012,KING COUNTY ADULT JAIL,SEATTLE,WASHINGTON,7,KING COUNTY ADULT JAIL,2012,287
2012,LAKE COUNTY JAIL,WAUKEGAN,ILLINOIS,1,LAKE COUNTY JAIL,2012,222
2012,LAMAR COUNTY JAIL,PARIS,TEXAS,1,LAMAR COUNTY JAIL,2012,5
2012,LAS COLINAS WOMEN DET FAC,SANTEE,CALIFORNIA,2,LAS COLINAS WOMEN DET FAC,2012,51
2012,LEE COUNTY JAIL,FORT MYERS,FLORIDA,1,LEE COUNTY JAIL,2012,615
2012,LODI POLICE DEPT.,LODI,CALIFORNIA,1,LODI POLICE DEPT.,2012,35
2012,LOMPOC POLICE DEPT.,LOMPOC,CALIFORNIA,1,LOMPOC POLICE DEPT.,2012,59
2012,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,5,LOS ANGELES CITY JAIL,2012,492
2012,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,3,LOS ANGELES COUNTY JAIL-TWIN TOWER,2012,1255
2012,LOS ANGELES POLICE PD 77TH DIV.,LOS ANGELES,CALIFORNIA,1,LOS ANGELES POLICE PD 77TH DIV.,2012,42
2012,MANCHESTER FED CORR INSTR,MANCHESTER,KENTUCKY,1,MANCHESTER FED CORR INSTR,2012,69
2012,MANHATTAN CENTRAL BOOKING,MANHATTAN,NEW YORK,32,MANHATTAN CENTRAL BOOKING,2012,226
2012,"MANHATTEN DET COMPLEX, NY",NEW YORK,NEW YORK,1,"MANHATTEN DET COMPLEX, NY",2012,40
2012,MERCER COUNTY JAIL,TRENTON,NEW JERSEY,2,MERCER COUNTY JAIL,2012,65
2012,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,1,METROPOLITAN DETENTION CENTER,2012,82
2012,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,1,MONTEREY CO. JAIL,2012,1055
2012,MONTGOMERY COUNTY JAIL,CHRISTIANSBURG,VIRGINIA,2,MONTGOMERY COUNTY JAIL,2012,126
2012,MOUNTAINVIEW YOUTH C.F.,ANNANDALE,NEW JERSEY,1,MOUNTAINVIEW YOUTH C.F.,2012,8
2012,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,3,MULTNOMAH COUNTY JAIL,2012,553
2012,NAPA COUNTYY DEPT OF CORR,NAPA,CALIFORNIA,2,NAPA COUNTYY DEPT OF CORR,2012,332
2012,NASHUA ST. JAIL,BOSTON,MASSACHUSETTS,1,NASHUA ST. JAIL,2012,6
2012,NASSAU CO CORREC CENTER,EAST MEADOW,NEW YORK,1,NASSAU CO CORREC CENTER,2012,598
2012,NYC FIELD OFFICE,NEW YORK,NEW YORK,5,NYC FIELD OFFICE,2012,41
2012,NYC POLICE DEPARTMENT,NEW YORK,NEW YORK,23,NYC POLICE DEPARTMENT,2012,260
2012,OAKDALE FED.DET.CENTER,OAKDALE,LOUISIANA,1,OAKDALE FED.DET.CENTER,2012,45
2012,OREGON STATE CORR. INST.,SALEM,OREGON,1,OREGON STATE CORR. INST.,2012,42
2012,OTHER-OTHER FACILITY,,,33,OTHER-OTHER FACILITY,2012,4037
2012,OTOE CO JAIL,NEBRASKA CITY,NEBRASKA,1,OTOE CO JAIL,2012,17
2012,PALMVIEW POLICE DEPT.,PALMVIEW,TEXAS,1,PALMVIEW POLICE DEPT.,2012,10
2012,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 25TH POLICE DIST.,2012,50
2012,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,3,PHILADELPHIA DETENTION CT,2012,156
2012,PICKAWAY COUNTY JAIL,CIRCLEVILLE,OHIO,1,PICKAWAY COUNTY JAIL,2012,2
2012,PINELLAS COUNTY JAIL,CLEARWATER,FLORIDA,1,PINELLAS COUNTY JAIL,2012,76
2012,PLACER JAIL,AUBURN,CALIFORNIA,1,PLACER JAIL,2012,139
2012,POLK COUNTY JAIL,DES MOINES,IOWA,1,POLK COUNTY JAIL,2012,243
2012,POTTER COUNTY JAIL,AMARILLO,TEXAS,1,POTTER COUNTY JAIL,2012,59
2012,PUEBLO COUNTY JAIL,PUEBLO,COLORADO,1,PUEBLO COUNTY JAIL,2012,40
2012,QUEENS CENTRAL BOOKING,QUEENS,NEW YORK,83,QUEENS CENTRAL BOOKING,2012,340
2012,QUEENS HOUSE OF DETENTION,KEW GARDENS,NEW YORK,3,QUEENS HOUSE OF DETENTION,2012,104
2012,RICHMOND CENTRAL BOOKING,STATEN ISLAND,NEW YORK,3,RICHMOND CENTRAL BOOKING,2012,14
2012,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,155,"RIKERS ISLAND, QUEENS, NY",2012,1575
2012,S.C. DEPT OF CORRECTIONS,COLUMBIA,SOUTH CAROLINA,1,S.C. DEPT OF CORRECTIONS,2012,34
2012,SAN ANTONIO (CITY OF) MAGISTRATE,SAN ANTONIO,TEXAS,1,SAN ANTONIO (CITY OF) MAGISTRATE,2012,381
2012,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,5,SAN DIEGO COUNTY JAIL,2012,546
2012,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,5,SAN FRANCISCO CO JAIL,2012,543
2012,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,8,SAN JOAQUIN COUNTY JAIL,2012,697
2012,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,2,SANTA BARBARA COUNTY JAIL,2012,446
2012,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,35,SANTA CLARA CO JAIL/MEN'S,2012,15
2012,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,87,SANTA CLARA CO MAIN JAIL/,2012,45
2012,SANTA CLARA COUNTY JAIL,SAN JOSE,CALIFORNIA,199,SANTA CLARA COUNTY JAIL,2012,94
2012,SANTA CRUZ CO MAIN JAIL,SANTA CRUZ,CALIFORNIA,2,SANTA CRUZ CO MAIN JAIL,2012,191
2012,SANTA FE COUNTY JAIL,SANTA FE,NEW MEXICO,1,SANTA FE COUNTY JAIL,2012,36
2012,SANTA RITA JAIL,DUBLIN,CALIFORNIA,3,SANTA RITA JAIL,2012,1166
2012,"SCI DALLAS, PA",DALLAS,PENNSYLVANIA,1,"SCI DALLAS, PA",2012,6
2012,SCORE-SOUTH CORRECTIONAL FACILITY,DES MOINES,WASHINGTON,3,SCORE-SOUTH CORRECTIONAL FACILITY,2012,232
2012,SCOTT COUNTY JAIL,FOREST,MISSISSIPPI,1,SCOTT COUNTY JAIL,2012,85
2012,SEDGWICK COUNTY JAIL,WICHITA,KANSAS,1,SEDGWICK COUNTY JAIL,2012,61
2012,SKAGIT COUNTY JAIL,MOUNT VERNON,WASHINGTON,1,SKAGIT COUNTY JAIL,2012,31
2012,SOLANO CO. DET. FACILITY,FAIRFIELD,CALIFORNIA,1,SOLANO CO. DET. FACILITY,2012,178
2012,ST. LUCIE COUNTY JAIL,FORT PIERCE,FLORIDA,2,ST. LUCIE COUNTY JAIL,2012,158
2012,STAMFORD POLICE DEPT.,STAMFORD,CONNECTICUT,1,STAMFORD POLICE DEPT.,2012,4
2012,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,2,STANISLAUS COUNTY JAIL,2012,560
2012,STANLY COUNTY JAIL,ALBEMARLE,NORTH CAROLINA,1,STANLY COUNTY JAIL,2012,9
2012,SWEETWATER COUNTY JAIL,GREEN RIVER,WYOMING,1,SWEETWATER COUNTY JAIL,2012,2
2012,TEHAMA COUNTY JAIL,RED BLUFF,CALIFORNIA,1,TEHAMA COUNTY JAIL,2012,96
2012,TRAVIS CTY JAIL,AUSTIN,TEXAS,1,TRAVIS CTY JAIL,2012,494
2012,TRINITY COUNTY JAIL,WEAVERVILLE,CALIFORNIA,2,TRINITY COUNTY JAIL,2012,7
2012,UNION COUNTY JAIL,EL DORADO,ARKANSAS,1,UNION COUNTY JAIL,2012,361
2012,UNION COUNTY JAIL,ELIZABETH,NEW JERSEY,1,UNION COUNTY JAIL,2012,361
2012,US MARSHAL - PHOENIX,PHOENIX,ARIZONA,1,US MARSHAL - PHOENIX,2012,875
2012,"US MARSHAL, SOUTHERN DISTRICT, TX",HOUSTON,TEXAS,1,"US MARSHAL, SOUTHERN DISTRICT, TX",2012,301
2012,"US MARSHALS, DC",WASHINGTON,DISTRICT OF COLUMBIA,1,"US MARSHALS, DC",2012,12
2012,"US MARSHALS, E.DIST TN",KNOXVILLE,TENNESSEE,1,"US MARSHALS, E.DIST TN",2012,7
2012,"US MARSHALS, W.D. LA.",SHREVEPORT,LOUISIANA,1,"US MARSHALS, W.D. LA.",2012,14
2012,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,3,VENTURA COUNTY JAIL,2012,649
2012,VISTA DETENTION FACILITY,VISTA,CALIFORNIA,2,VISTA DETENTION FACILITY,2012,277
2012,WAKE COUNTY SHERIFF DEPT.,RALEIGH,NORTH CAROLINA,1,WAKE COUNTY SHERIFF DEPT.,2012,960
2012,WRSTR CNTY W BOYLSTON,WEST BOYLSTON,MASSACHUSETTS,1,WRSTR CNTY W BOYLSTON,2012,20
2012,YAZOO CITY MEDIUM FCI,YAZOO CITY,MISSISSIPPI,1,YAZOO CITY MEDIUM FCI,2012,202
2011,AURORA CITY JAIL,AURORA,COLORADO,1,AURORA CITY JAIL,2011,39
2011,BALTIMORE COUNTY DET. CENTER,TOWSON,MARYLAND,2,BALTIMORE COUNTY DET. CENTER,2011,111
2011,BOSTON POLICE DEPT,BOSTON,MASSACHUSETTS,1,BOSTON POLICE DEPT,2011,73
2011,BOULDER COUNTY JAIL,BOULDER,COLORADO,1,BOULDER COUNTY JAIL,2011,15
2011,BRIDGEPORT CORR CENTER,BRIDGEPORT,CONNECTICUT,1,BRIDGEPORT CORR CENTER,2011,30
2011,BRONX HSE OF DET/BRONX NY,BRONX,NEW YORK,1,BRONX HSE OF DET/BRONX NY,2011,44
2011,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,2,BROWARD COUNTY JAIL,2011,843
2011,CALIPATRIA STATE PRISON,CALIPATRIA,CALIFORNIA,1,CALIPATRIA STATE PRISON,2011,1638
2011,CCF-DELANO,DELANO,CALIFORNIA,1,CCF-DELANO,2011,235
2011,CHATHAM CO JAIL,SAVANNAH,GEORGIA,1,CHATHAM CO JAIL,2011,88
2011,CHATHAM COUNTY JAIL,SAVANNAH,GEORGIA,1,CHATHAM COUNTY JAIL,2011,69
2011,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,1,CLARK COUNTY DET.CENTER,2011,506
2011,COOK COUNTY JAIL,CHICAGO,ILLINOIS,1,COOK COUNTY JAIL,2011,188
2011,COWLITZ COUNTY JAIL,LONGVIEW,WASHINGTON,1,COWLITZ COUNTY JAIL,2011,63
2011,CSP-SAN QUENTIN,SAN QUENTIN,CALIFORNIA,1,CSP-SAN QUENTIN,2011,307
2011,CTF-SOLEDAD,SOLEDAD,CALIFORNIA,1,CTF-SOLEDAD,2011,282
2011,CUMBERLAND COUNTY JAIL,BRIDGETON,NEW JERSEY,1,CUMBERLAND COUNTY JAIL,2011,164
2011,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,9,DADE COUNTY CORRECTIONAL,2011,2245
2011,DANBURY FED.CORR.INST.,DANBURY,CONNECTICUT,2,DANBURY FED.CORR.INST.,2011,127
2011,DENVER JUSTICE CENTER,DENVER,COLORADO,2,DENVER JUSTICE CENTER,2011,54
2011,EL DORADO CORR. FACILITY,EL DORADO,KANSAS,2,EL DORADO CORR. FACILITY,2011,35
2011,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL,2011,987
2011,GILPIN COUNTY SHERIFF,BLACK HAWK,COLORADO,1,GILPIN COUNTY SHERIFF,2011,1
2011,"GRADY COUNTY, CHICKASHA",CHICKASHA,OKLAHOMA,1,"GRADY COUNTY, CHICKASHA",2011,34
2011,HARRISON DETENTION CENTER,GULFPORT,MISSISSIPPI,1,HARRISON DETENTION CENTER,2011,34
2011,HENDRY COUNTY JAIL,LABELLE,FLORIDA,1,HENDRY COUNTY JAIL,2011,135
2011,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,1,HILLSBOROUGH COUNTY JAIL,2011,460
2011,HOLMES COUNTY JAIL,BONIFAY,FLORIDA,1,HOLMES COUNTY JAIL,2011,6
2011,INDIAN RIVER COUNTY JAIL,VERO BEACH,FLORIDA,1,INDIAN RIVER COUNTY JAIL,2011,68
2011,INYO COUNTY JAIL,INDEPENDENCE,CALIFORNIA,1,INYO COUNTY JAIL,2011,12
2011,JACKSON CO JAIL,MEDFORD,OREGON,1,JACKSON CO JAIL,2011,29
2011,JEFFERSON COUNTY JAIL,BIRMINGHAM,ALABAMA,1,JEFFERSON COUNTY JAIL,2011,414
2011,JOHNSON CO AIRPORT ADC,NEW CENTURY,KANSAS,1,JOHNSON CO AIRPORT ADC,2011,70
2011,KERN COUNTY JAIL (LERDO),BAKERSFIELD,CALIFORNIA,4,KERN COUNTY JAIL (LERDO),2011,1797
2011,KING COUNTY ADULT JAIL,SEATTLE,WASHINGTON,1,KING COUNTY ADULT JAIL,2011,192
2011,LAS COLINAS WOMEN DET FAC,SANTEE,CALIFORNIA,1,LAS COLINAS WOMEN DET FAC,2011,36
2011,LAS VEGAS CITY JAIL,LAS VEGAS,NEVADA,3,LAS VEGAS CITY JAIL,2011,53
2011,LEOMINSTER POLICE DEPT,LEOMINSTER,MASSACHUSETTS,1,LEOMINSTER POLICE DEPT,2011,2
2011,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,2,LOS ANGELES CITY JAIL,2011,897
2011,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,5,LOS ANGELES COUNTY JAIL-TWIN TOWER,2011,2426
2011,LYNNWOOD CITY JAIL,LYNNWOOD,WASHINGTON,1,LYNNWOOD CITY JAIL,2011,53
2011,MADISON COUNTY JAIL,JACKSON,TENNESSEE,1,MADISON COUNTY JAIL,2011,89
2011,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,3,"MCRAE CORRECTIONAL FACILITY, CCA",2011,941
2011,MONTGOMERY COUNTY DET.,ROCKVILLE,MARYLAND,2,MONTGOMERY COUNTY DET.,2011,129
2011,MUSCOGEE COUNTY SHERIFF FAC.,COLUMBUS,GEORGIA,1,MUSCOGEE COUNTY SHERIFF FAC.,2011,27
2011,NEW/INS OS HOLD ROOM,NEWARK,NEW JERSEY,1,NEW/INS OS HOLD ROOM,2011,11
2011,NYC FIELD OFFICE,NEW YORK,NEW YORK,1,NYC FIELD OFFICE,2011,36
2011,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OKLAHOMA,1,OKLAHOMA COUNTY JAIL,2011,127
2011,OSCEOLA COUNTY JAIL,KISSIMMEE,FLORIDA,1,OSCEOLA COUNTY JAIL,2011,168
2011,OTHER-OTHER FACILITY,,,3,OTHER-OTHER FACILITY,2011,3414
2011,OUTAGAMIE COUNTY JAIL,APPLETON,WISCONSIN,1,OUTAGAMIE COUNTY JAIL,2011,19
2011,PHILADELPHIA 9TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 9TH POLICE DIST.,2011,22
2011,POMONA CITY JAIL,POMONA,CALIFORNIA,1,POMONA CITY JAIL,2011,35
2011,RAMSEY COUNTY JAIL,ST. PAUL,MINNESOTA,2,RAMSEY COUNTY JAIL,2011,46
2011,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,39,"RIKERS ISLAND, QUEENS, NY",2011,2267
2011,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,2,RIVERSIDE COUNTY SHERIFF,2011,887
2011,SACRAMENTO COUNTY JAIL,SACRAMENTO,CALIFORNIA,3,SACRAMENTO COUNTY JAIL,2011,1350
2011,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,2,SAN DIEGO COUNTY JAIL,2011,332
2011,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,2,SAN FRANCISCO CO JAIL,2011,921
2011,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,6,SAN JOAQUIN COUNTY JAIL,2011,770
2011,SAN MATEO CO JAIL,REDWOOD CITY,CALIFORNIA,1,SAN MATEO CO JAIL,2011,1037
2011,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,1,SANTA BARBARA COUNTY JAIL,2011,884
2011,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,13,SANTA CLARA CO JAIL/MEN'S,2011,276
2011,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,64,SANTA CLARA CO MAIN JAIL/,2011,910
2011,SANTA CLARA COUNTY JAIL,SAN JOSE,CALIFORNIA,38,SANTA CLARA COUNTY JAIL,2011,308
2011,SANTA FE COUNTY JAIL,SANTA FE,NEW MEXICO,1,SANTA FE COUNTY JAIL,2011,33
2011,SANTA RITA JAIL,DUBLIN,CALIFORNIA,1,SANTA RITA JAIL,2011,1734
2011,SONOMA CO MAIN ADULT DET,SANTA ROSA,CALIFORNIA,1,SONOMA CO MAIN ADULT DET,2011,991
2011,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,1,STANISLAUS COUNTY JAIL,2011,796
2011,STATEVILLE CORRECTIONS,JOLIET,ILLINOIS,1,STATEVILLE CORRECTIONS,2011,415
2011,SUFFOLK HOC SBAY,BOSTON,MASSACHUSETTS,1,SUFFOLK HOC SBAY,2011,24
2011,TDC-DOMINGUEZ UNIT,SAN ANTONIO,TEXAS,1,TDC-DOMINGUEZ UNIT,2011,30
